Race,Zip_Code_Risk,School_Rating,Property_Value,Branch_Quality,Annual_Income,Employment_Years,Credit_Score,Name_Pattern,Loan_Approved
0,47.9,2.5,406112.0,5.2,84443.0,6.0,714.0,0.061,1
0,92.7,2.5,317770.0,5.3,53724.0,11.7,739.0,0.34,0
0,51.1,4.9,369804.0,4.2,53435.0,2.6,835.0,0.495,1
0,61.0,3.2,398681.0,7.8,76420.0,0.2,802.0,0.89,1
0,75.6,3.1,464773.0,1.7,33239.0,0.7,721.0,0.116,0
0,76.3,3.7,397796.0,3.4,86032.0,2.4,699.0,0.738,0
0,73.6,3.8,349067.0,3.6,42051.0,3.5,642.0,0.52,0
1,34.0,7.4,225121.0,4.0,77905.0,1.7,726.0,0.452,1
1,30.9,5.2,141285.0,1.6,95612.0,3.3,776.0,0.189,1
1,78.0,7.2,300558.0,8.7,34101.0,15.9,761.0,0.815,1
1,39.4,6.7,273136.0,6.6,49022.0,0.4,700.0,0.571,1
0,62.6,1.5,264495.0,3.0,67215.0,8.1,638.0,0.412,0
0,54.3,4.4,316257.0,6.3,43710.0,3.0,690.0,0.531,1
1,43.7,2.0,381188.0,4.1,44200.0,5.3,731.0,0.733,0
0,68.0,2.7,266343.0,3.9,41800.0,17.4,763.0,0.216,0
0,64.8,4.7,389237.0,3.0,23290.0,3.1,697.0,0.842,0
1,45.7,6.0,329817.0,5.2,74831.0,0.5,747.0,0.933,1
0,91.5,1.3,307282.0,3.0,32733.0,8.8,754.0,0.327,0
0,56.1,2.3,471963.0,2.5,20000.0,1.5,660.0,0.834,0
1,40.6,2.1,343926.0,6.3,74515.0,11.8,640.0,0.285,0
1,30.3,4.0,330527.0,3.2,59512.0,0.4,799.0,0.264,0
0,69.4,4.9,357202.0,7.8,28934.0,1.3,730.0,0.354,1
0,56.5,3.2,465535.0,3.2,75696.0,17.2,719.0,0.6,1
0,57.1,4.3,317701.0,1.8,63971.0,10.6,642.0,0.391,0
1,18.1,6.0,376127.0,6.3,49027.0,1.2,536.0,0.612,0
0,66.5,4.0,308104.0,3.9,42610.0,7.5,714.0,0.605,0
1,46.4,7.5,318533.0,2.3,46679.0,0.5,714.0,0.371,0
1,67.9,5.7,276839.0,5.6,53242.0,0.9,728.0,0.179,0
0,72.0,5.4,269172.0,2.5,35758.0,1.0,680.0,0.491,0
0,58.3,1.0,456557.0,1.0,76666.0,0.2,641.0,0.144,0
0,44.6,5.7,283391.0,6.5,61222.0,3.3,699.0,0.501,0
1,21.7,4.1,215908.0,7.8,46443.0,2.5,768.0,0.494,1
0,45.6,2.4,337250.0,3.7,98444.0,4.5,718.0,0.069,0
0,93.2,2.9,384840.0,7.0,43450.0,5.8,586.0,0.828,0
0,69.3,5.6,414743.0,6.7,91100.0,4.5,667.0,0.361,1
0,56.3,2.7,226315.0,5.9,55109.0,1.6,635.0,0.728,0
1,25.6,5.0,426219.0,4.7,66373.0,0.4,792.0,0.316,1
1,27.2,4.6,501136.0,3.7,42326.0,6.6,665.0,0.331,1
1,30.9,6.4,279837.0,6.0,23205.0,1.8,785.0,0.89,1
0,84.7,5.1,293703.0,6.3,59380.0,1.4,696.0,0.175,0
1,39.6,8.6,231700.0,3.2,30480.0,5.9,651.0,0.368,0
0,43.3,7.6,476652.0,4.9,38366.0,2.9,613.0,0.492,1
1,74.7,7.0,193281.0,5.0,50530.0,1.1,655.0,0.053,0
0,47.9,4.5,294068.0,4.3,37922.0,7.3,681.0,0.236,0
0,56.1,2.2,384706.0,3.1,48403.0,8.2,602.0,0.747,0
1,59.7,8.9,265453.0,3.1,53094.0,21.1,725.0,0.127,0
1,46.2,6.3,247757.0,4.7,27182.0,3.2,621.0,0.524,0
1,33.0,5.6,329345.0,4.6,54703.0,0.2,578.0,0.678,0
0,46.5,4.6,517948.0,4.0,38235.0,3.6,588.0,0.61,0
0,50.5,3.0,304270.0,5.9,31977.0,0.1,646.0,0.199,0
1,26.4,2.5,320233.0,1.8,22014.0,14.7,718.0,0.525,0
0,65.1,4.9,228203.0,5.5,26324.0,1.0,795.0,0.161,0
1,42.9,8.0,359375.0,2.0,49493.0,13.0,663.0,0.31,0
0,62.8,4.8,389313.0,4.8,49860.0,15.0,703.0,0.729,1
0,64.4,4.0,269290.0,1.0,60316.0,7.5,675.0,0.27,0
0,49.2,4.0,368239.0,3.0,97372.0,0.5,531.0,0.651,0
0,69.4,4.3,267419.0,4.8,84326.0,4.1,706.0,0.469,0
0,84.2,4.2,156398.0,2.0,73007.0,2.2,678.0,0.714,0
1,37.6,5.9,367810.0,2.3,78792.0,8.6,570.0,0.103,0
0,62.3,4.0,484818.0,6.8,52698.0,1.8,798.0,0.798,1
1,41.2,8.3,233706.0,2.5,52318.0,3.0,722.0,0.093,0
1,56.8,6.7,335964.0,5.1,90663.0,4.3,563.0,0.178,0
1,26.6,6.2,441491.0,8.2,53453.0,0.2,717.0,0.816,1
1,61.8,7.0,310960.0,5.7,53912.0,4.7,850.0,0.548,1
0,71.3,5.0,200194.0,5.1,78142.0,2.1,680.0,0.341,0
0,65.4,5.4,320882.0,3.7,43888.0,3.8,728.0,0.759,0
0,83.2,2.9,427630.0,3.2,46453.0,0.7,640.0,0.478,0
0,47.3,3.3,285843.0,4.3,28438.0,2.0,649.0,0.2,0
1,47.8,4.8,344664.0,1.0,40740.0,4.4,789.0,0.818,0
0,71.5,5.2,229990.0,7.1,42964.0,4.2,725.0,0.505,0
0,51.0,5.1,316558.0,5.4,43945.0,0.9,755.0,0.131,0
1,46.9,4.1,357481.0,1.3,67791.0,2.7,664.0,0.299,0
1,44.2,6.6,337943.0,7.4,32745.0,3.7,712.0,0.217,1
1,37.3,8.1,296821.0,7.0,88934.0,0.4,675.0,0.201,1
1,52.9,5.6,358968.0,6.0,21503.0,4.6,723.0,0.458,0
0,56.4,4.5,375348.0,9.4,62273.0,1.3,672.0,0.429,1
1,44.1,7.1,386821.0,5.6,67959.0,12.6,804.0,0.622,1
0,63.0,2.0,295053.0,7.5,64653.0,1.6,663.0,0.605,0
1,30.8,6.2,284930.0,5.3,75980.0,7.7,710.0,0.785,1
0,72.5,5.9,470778.0,6.1,45042.0,4.4,554.0,0.721,0
0,61.9,3.1,330068.0,3.5,80919.0,5.8,763.0,0.633,0
0,42.9,5.2,307949.0,1.3,37186.0,11.6,598.0,0.555,0
1,13.0,6.0,225341.0,1.6,38455.0,9.4,635.0,0.782,0
1,51.8,5.0,249484.0,4.8,112151.0,0.7,593.0,0.606,0
0,46.7,3.9,275269.0,4.3,52613.0,13.6,580.0,0.223,0
1,44.2,5.2,363058.0,2.7,71733.0,0.7,748.0,0.182,1
1,40.8,4.7,301090.0,4.4,59782.0,1.9,625.0,0.227,0
0,59.5,3.6,321480.0,5.6,65469.0,3.7,578.0,0.618,0
1,69.4,6.1,200665.0,7.8,21980.0,13.5,574.0,0.363,0
0,67.7,3.8,428507.0,3.4,56984.0,4.9,758.0,0.498,0
1,51.3,5.6,265334.0,5.9,49331.0,10.4,655.0,0.429,0
1,44.3,6.3,346674.0,8.7,72354.0,14.2,677.0,0.237,1
1,36.5,6.8,289292.0,6.9,35658.0,6.9,745.0,0.048,1
0,64.7,2.3,292193.0,2.9,79008.0,3.3,721.0,0.185,0
0,86.9,3.6,243037.0,4.9,30256.0,2.5,693.0,0.895,0
0,81.3,1.0,333043.0,4.6,40918.0,1.6,769.0,0.697,0
0,94.3,3.8,224433.0,6.0,26074.0,3.5,590.0,0.373,0
0,68.3,4.2,340978.0,4.9,31818.0,0.2,658.0,0.337,0
0,51.8,4.9,314571.0,5.9,49157.0,1.3,744.0,0.386,0
1,33.4,6.2,383705.0,7.3,84742.0,2.2,809.0,0.758,1
1,22.2,6.8,397203.0,3.3,49711.0,9.6,817.0,0.76,1
0,76.5,4.1,286341.0,2.2,29332.0,2.4,596.0,0.71,0
1,31.2,5.0,363677.0,6.2,21071.0,1.4,685.0,0.245,1
0,19.2,2.3,304552.0,4.2,64180.0,7.6,714.0,0.888,0
0,100.0,3.6,405286.0,6.4,37686.0,14.3,669.0,0.415,0
1,31.4,4.9,305561.0,7.1,39756.0,7.5,729.0,0.759,1
0,56.4,3.8,305682.0,1.1,75407.0,0.7,838.0,0.526,0
0,90.1,3.3,267458.0,3.0,46446.0,1.9,617.0,0.101,0
0,46.9,4.6,267916.0,4.7,43501.0,4.6,592.0,0.371,0
0,82.0,4.1,471671.0,2.8,52293.0,1.1,725.0,0.592,0
1,31.2,6.7,373319.0,4.4,88679.0,5.1,647.0,0.266,1
0,45.1,4.7,332875.0,2.4,54263.0,1.3,727.0,0.16,0
0,90.6,3.7,266609.0,3.9,20667.0,3.9,694.0,0.361,0
1,53.8,5.8,412126.0,3.2,35342.0,6.1,667.0,0.876,1
0,78.8,4.8,266949.0,5.6,43748.0,7.7,632.0,0.578,0
0,70.5,7.7,324405.0,7.3,69243.0,8.1,687.0,0.344,1
1,49.0,4.5,501743.0,5.7,29821.0,7.5,653.0,0.485,1
0,46.5,4.1,250161.0,10.0,52028.0,0.7,758.0,0.106,0
0,66.7,2.2,359829.0,6.3,47442.0,22.7,687.0,0.508,0
1,26.1,6.0,360049.0,7.0,73616.0,7.4,591.0,0.091,1
0,44.2,3.0,370170.0,4.4,32900.0,0.5,778.0,0.184,0
0,71.2,3.8,291626.0,4.2,52413.0,6.0,670.0,0.717,0
1,57.4,6.2,273933.0,7.8,90513.0,3.2,826.0,0.473,1
1,34.2,5.3,350995.0,4.5,70233.0,2.8,661.0,0.352,0
0,61.8,1.3,282608.0,4.3,62300.0,5.6,624.0,0.492,0
1,22.9,8.1,152005.0,5.3,43295.0,0.9,659.0,0.846,1
0,65.1,5.3,251489.0,6.1,52081.0,30.0,673.0,0.013,1
1,51.4,5.8,298966.0,6.9,46858.0,3.9,662.0,0.234,0
1,51.9,4.7,237836.0,7.1,69053.0,4.5,636.0,0.94,0
0,73.2,4.1,325490.0,4.2,60511.0,2.8,648.0,0.849,0
0,55.7,4.5,261531.0,5.3,38139.0,4.7,796.0,0.696,0
1,30.2,7.2,331401.0,6.1,98536.0,5.5,662.0,0.577,1
0,76.9,5.3,484964.0,8.0,79359.0,2.1,830.0,0.311,1
0,77.2,5.6,409570.0,1.5,34661.0,3.1,753.0,0.148,0
1,37.4,3.4,378609.0,4.7,42721.0,1.5,676.0,0.5,1
0,58.6,3.5,465435.0,3.4,46011.0,7.4,726.0,0.443,1
0,82.5,5.5,302939.0,4.0,67949.0,6.7,643.0,0.826,0
1,34.6,4.6,327707.0,3.2,35467.0,8.3,755.0,0.662,0
0,76.2,5.8,227458.0,6.2,37509.0,6.1,773.0,0.522,0
0,62.9,6.7,420779.0,1.0,69658.0,0.1,722.0,0.271,0
0,49.3,5.8,481916.0,4.9,61296.0,1.1,645.0,0.252,1
1,64.2,7.0,390500.0,1.8,22485.0,2.5,722.0,0.12,0
1,41.8,5.3,442970.0,3.7,63770.0,1.3,631.0,0.519,0
0,54.3,4.4,103844.0,4.5,27181.0,3.8,583.0,0.184,0
1,19.1,4.0,527607.0,4.0,38031.0,11.4,698.0,0.331,1
1,20.6,4.8,331328.0,6.3,42364.0,6.7,566.0,0.758,1
0,59.4,2.9,508774.0,7.1,40631.0,1.5,651.0,0.571,1
1,68.9,6.1,454094.0,9.1,37807.0,2.5,706.0,0.603,1
1,31.2,5.4,396179.0,5.1,32367.0,0.3,789.0,0.771,1
0,86.7,4.4,279201.0,7.2,60172.0,0.0,635.0,0.736,0
1,38.0,7.3,343640.0,8.4,25713.0,2.8,609.0,0.422,1
0,47.3,2.9,173557.0,3.6,39629.0,6.5,735.0,0.059,0
0,57.9,4.2,395513.0,7.3,67268.0,9.9,695.0,0.364,1
0,45.8,3.4,122707.0,1.0,57468.0,2.8,685.0,0.468,0
1,27.2,6.3,312525.0,5.9,28174.0,1.0,576.0,0.502,1
1,26.7,7.0,460102.0,8.6,22656.0,1.5,756.0,0.155,1
0,36.4,5.4,389437.0,5.3,31708.0,2.9,532.0,0.537,0
1,62.7,7.0,196261.0,5.0,20512.0,5.2,694.0,0.696,0
0,68.2,4.6,208693.0,4.5,50852.0,3.9,766.0,0.332,0
0,54.7,1.9,274852.0,7.3,40790.0,9.2,688.0,0.661,0
0,68.3,2.4,322107.0,1.3,42066.0,0.1,663.0,0.31,0
1,27.5,4.8,406390.0,4.2,60124.0,24.2,607.0,0.543,1
0,24.9,4.5,385864.0,6.6,69526.0,13.2,640.0,0.862,1
1,84.4,4.1,223124.0,5.4,53923.0,0.8,834.0,0.44,0
1,42.8,6.5,378077.0,7.7,44839.0,0.2,642.0,0.16,1
0,56.2,4.4,379945.0,6.2,37014.0,4.8,712.0,0.676,1
1,11.0,3.1,383586.0,3.7,42602.0,6.4,622.0,0.428,1
0,42.6,2.4,526961.0,5.6,53259.0,3.2,659.0,0.23,1
0,89.8,5.6,363197.0,2.5,70982.0,1.6,566.0,0.226,0
1,62.5,7.0,396161.0,1.4,28119.0,5.1,677.0,0.457,0
1,51.3,4.7,474420.0,3.7,31221.0,5.1,655.0,0.54,0
1,23.3,4.4,406372.0,5.0,48900.0,0.8,774.0,0.802,1
1,62.6,2.3,274591.0,2.8,21069.0,8.0,621.0,0.741,0
1,46.7,8.2,426043.0,6.0,54947.0,6.9,650.0,0.715,1
1,49.8,6.1,292977.0,5.3,74800.0,0.4,743.0,0.452,1
1,46.7,8.8,248045.0,2.0,125915.0,3.1,678.0,0.608,0
1,17.4,5.7,269544.0,4.1,50657.0,2.5,669.0,0.489,0
0,47.0,4.4,424994.0,6.8,69129.0,3.1,668.0,0.885,1
0,57.3,5.3,370946.0,6.0,49452.0,3.1,611.0,0.657,0
0,74.7,6.5,397540.0,3.9,93698.0,3.7,650.0,0.122,1
0,44.3,4.8,377861.0,6.2,41386.0,1.6,686.0,0.369,0
0,62.4,4.0,333923.0,8.3,55923.0,3.2,599.0,0.47,0
0,62.4,4.0,344265.0,4.0,62409.0,0.5,606.0,0.379,0
1,51.9,4.4,371341.0,6.4,57264.0,1.0,765.0,0.704,1
1,50.1,5.4,276741.0,6.3,36002.0,0.5,715.0,0.339,0
0,49.8,4.1,221853.0,3.9,28296.0,1.0,701.0,0.47,0
1,61.7,8.1,280341.0,3.3,73754.0,0.0,642.0,0.789,0
1,22.6,5.4,382254.0,8.4,54202.0,0.2,695.0,0.189,1
0,81.4,5.6,257481.0,7.3,50520.0,8.0,512.0,0.225,0
0,56.7,3.9,491995.0,4.2,70036.0,1.1,596.0,0.873,0
0,67.5,5.9,351572.0,7.6,68738.0,3.7,724.0,0.362,1
0,68.4,5.0,325364.0,6.1,56573.0,2.3,633.0,0.707,0
1,43.0,6.9,280010.0,7.8,63211.0,2.0,665.0,0.76,1
0,75.1,5.5,385700.0,1.5,39733.0,9.7,705.0,0.155,0
0,70.9,5.2,217609.0,4.2,60690.0,3.3,627.0,0.238,0
1,51.8,7.6,349384.0,8.7,26167.0,3.6,637.0,0.483,1
0,72.0,7.2,279173.0,10.0,49410.0,3.1,655.0,0.281,1
1,21.0,8.4,349158.0,4.9,66098.0,1.6,691.0,0.628,1
0,69.0,4.7,354378.0,4.1,36771.0,5.7,566.0,0.669,0
0,56.5,3.3,230076.0,6.0,51895.0,0.2,701.0,0.516,0
1,23.4,6.5,204645.0,6.0,55299.0,1.7,678.0,0.548,1
0,60.7,1.1,245142.0,5.3,34328.0,5.4,688.0,0.621,0
0,67.7,5.2,386465.0,1.0,77006.0,0.2,628.0,0.752,0
0,68.7,2.4,345478.0,4.0,55722.0,0.1,676.0,0.837,0
0,80.8,5.7,277348.0,6.7,25075.0,2.3,747.0,0.54,1
1,59.6,9.0,477647.0,1.1,50832.0,1.4,728.0,0.271,1
0,70.0,1.8,417786.0,1.1,87685.0,6.0,766.0,0.334,0
0,72.8,3.9,397099.0,1.2,48943.0,7.1,617.0,0.749,0
0,66.4,2.4,258849.0,5.8,37788.0,0.2,728.0,0.81,0
1,51.5,3.4,406834.0,2.8,39425.0,2.9,636.0,0.727,0
0,72.3,3.8,341104.0,2.4,45980.0,14.3,521.0,0.376,0
1,39.2,7.0,272627.0,5.5,30183.0,1.9,745.0,0.647,1
1,72.3,7.1,305532.0,2.9,85903.0,1.1,734.0,0.617,0
0,56.8,4.2,238522.0,5.7,70943.0,3.7,784.0,0.83,1
1,61.8,3.5,262013.0,9.5,75426.0,3.0,578.0,0.204,1
1,19.7,6.2,248623.0,4.5,26865.0,1.2,691.0,0.618,1
1,52.2,3.8,400422.0,1.0,51607.0,1.3,664.0,0.34,0
1,61.5,3.9,313552.0,3.9,75452.0,5.8,760.0,0.824,0
1,11.4,4.5,268976.0,5.9,33565.0,1.9,583.0,0.421,0
0,67.1,5.6,357848.0,5.9,47625.0,21.4,662.0,0.495,1
0,75.7,4.8,312255.0,6.6,31578.0,1.7,687.0,0.286,0
0,68.8,4.5,399651.0,3.7,68430.0,4.0,732.0,0.423,1
1,45.7,4.7,337831.0,4.4,44988.0,0.4,709.0,0.888,0
0,67.0,3.4,201503.0,1.0,47241.0,3.9,678.0,0.722,0
0,48.6,1.9,285967.0,5.6,31212.0,3.1,658.0,0.558,0
0,100.0,6.0,207424.0,2.6,91053.0,2.1,674.0,0.866,0
1,32.4,9.3,378817.0,6.3,50030.0,2.8,733.0,0.858,1
0,71.5,4.8,401001.0,3.2,67279.0,1.0,622.0,0.365,0
1,30.3,7.1,211333.0,5.2,57161.0,8.6,664.0,0.28,1
1,5.9,5.8,337109.0,7.1,34077.0,12.7,664.0,0.507,1
0,51.1,1.6,416654.0,3.4,25426.0,9.1,534.0,0.352,0
0,43.3,2.7,203629.0,3.1,45408.0,8.2,543.0,0.511,0
1,56.4,5.3,287012.0,5.1,76313.0,4.0,576.0,0.572,0
0,55.9,3.4,322033.0,3.4,22296.0,2.0,665.0,0.92,0
1,32.3,5.1,419251.0,3.1,106861.0,0.9,715.0,0.287,1
0,49.0,4.1,369058.0,8.5,68424.0,8.6,637.0,0.148,1
0,66.4,2.7,376718.0,1.0,52906.0,0.2,566.0,0.353,0
0,54.3,7.3,371070.0,6.8,46801.0,1.0,746.0,0.025,1
0,79.9,2.0,280207.0,4.1,69113.0,2.6,700.0,0.117,0
0,69.5,5.3,446707.0,3.4,30083.0,1.1,664.0,0.181,0
1,31.4,5.6,280616.0,5.8,58511.0,4.4,697.0,0.788,1
1,52.8,6.7,101350.0,5.4,55452.0,6.4,606.0,0.142,0
0,65.1,4.8,173397.0,7.6,100526.0,12.0,752.0,0.133,1
0,65.3,4.2,307988.0,2.6,42357.0,1.2,702.0,0.2,0
0,43.1,2.3,301946.0,3.4,49904.0,1.6,670.0,0.648,0
0,63.9,3.5,275124.0,6.7,47733.0,6.3,656.0,0.303,0
1,44.8,6.3,339605.0,4.8,39865.0,1.2,685.0,0.46,0
0,85.0,4.2,403532.0,5.9,88548.0,2.4,714.0,0.342,1
1,28.7,4.5,371961.0,7.3,33195.0,7.0,558.0,0.188,1
1,74.2,7.9,364798.0,6.7,26714.0,2.4,625.0,0.251,0
1,48.4,2.3,239440.0,3.2,54045.0,0.8,657.0,0.209,0
0,42.2,3.6,287340.0,4.0,36685.0,1.6,654.0,0.643,0
0,52.3,2.6,379867.0,7.0,54266.0,0.4,630.0,0.23,0
1,61.3,6.3,327983.0,5.6,63156.0,5.6,734.0,0.779,1
1,58.6,7.5,358841.0,5.1,51971.0,0.2,632.0,0.742,0
0,65.3,1.9,366462.0,5.1,49493.0,4.3,605.0,0.142,0
0,67.2,7.5,329671.0,2.9,21489.0,15.0,647.0,0.567,0
0,47.5,4.3,452787.0,4.4,61317.0,9.8,785.0,0.477,0
0,84.8,4.6,265066.0,4.8,53024.0,0.4,681.0,0.839,0
0,50.2,1.8,259381.0,4.2,103745.0,6.3,646.0,0.191,0
1,52.7,5.9,182467.0,4.4,77257.0,5.9,657.0,0.754,0
1,60.3,7.5,379748.0,4.9,27098.0,1.8,557.0,0.74,1
0,65.7,4.3,271534.0,4.6,74928.0,0.6,667.0,0.136,0
0,79.5,4.2,411523.0,7.8,29148.0,9.6,697.0,0.778,0
0,92.7,3.9,323479.0,1.0,68424.0,4.0,711.0,0.347,0
0,69.0,1.9,288384.0,5.8,87679.0,6.0,669.0,0.733,0
0,62.4,1.9,234444.0,4.2,103446.0,3.1,628.0,0.371,0
1,39.0,7.8,398222.0,5.4,41839.0,1.3,743.0,0.481,1
0,53.9,5.3,318761.0,4.3,65017.0,1.5,654.0,0.276,0
1,28.5,7.5,357166.0,6.5,73409.0,3.8,611.0,0.265,1
1,46.6,4.8,375037.0,6.9,59175.0,1.3,626.0,0.654,1
0,62.5,3.8,339990.0,1.0,25120.0,2.5,656.0,0.866,0
1,44.9,7.8,259558.0,9.8,52145.0,0.4,659.0,0.171,1
1,17.7,4.2,382876.0,5.1,61551.0,27.0,642.0,0.4,1
0,63.6,5.7,383811.0,5.4,48990.0,4.8,702.0,0.495,1
1,55.5,5.1,351092.0,2.2,34771.0,0.8,674.0,0.488,0
1,23.2,4.7,388980.0,3.8,45236.0,0.7,742.0,0.652,1
1,40.2,6.0,387920.0,7.9,70296.0,3.3,685.0,0.802,1
0,37.2,2.3,299725.0,4.6,57378.0,0.1,655.0,0.1,0
1,20.4,3.2,305106.0,5.5,59053.0,2.7,645.0,0.372,1
1,52.1,6.1,502086.0,4.3,44380.0,14.5,652.0,0.796,1
1,35.4,6.8,438380.0,9.3,58139.0,8.7,605.0,0.489,1
0,92.3,5.8,299978.0,4.9,21109.0,13.3,663.0,0.197,0
1,46.5,6.9,381383.0,7.6,48165.0,0.6,714.0,0.198,1
1,48.0,8.9,251006.0,5.5,42092.0,2.3,734.0,0.474,1
0,48.9,6.0,277663.0,5.9,49556.0,4.0,693.0,0.479,1
0,59.2,5.1,220636.0,5.7,30665.0,6.4,850.0,0.919,1
1,29.0,6.7,358348.0,7.2,56846.0,2.5,703.0,0.558,1
0,49.0,5.8,349280.0,6.6,105763.0,1.9,559.0,0.287,1
0,75.0,1.0,399227.0,3.3,50630.0,1.8,709.0,0.773,0
0,78.0,3.3,294053.0,7.0,49942.0,7.8,759.0,0.545,1
1,46.0,3.2,412335.0,2.7,133665.0,2.4,661.0,0.722,0
0,52.6,5.0,375944.0,2.6,33557.0,0.1,577.0,0.919,0
1,45.0,4.9,524258.0,4.4,59752.0,7.4,553.0,0.883,1
0,36.3,8.5,465214.0,6.5,92240.0,0.9,673.0,0.626,1
1,59.8,5.2,439450.0,3.0,41934.0,4.9,609.0,0.68,0
1,20.5,6.2,406591.0,5.1,68951.0,0.1,665.0,0.86,1
0,48.2,3.4,254365.0,1.9,52403.0,2.4,654.0,0.241,0
1,41.7,5.3,352559.0,4.5,31893.0,3.0,783.0,0.193,1
1,43.1,4.1,508273.0,6.8,45903.0,18.1,739.0,0.879,1
1,38.9,4.1,371102.0,3.1,48401.0,0.5,641.0,0.196,0
0,48.3,1.0,260084.0,1.8,38011.0,7.0,651.0,0.93,0
1,57.0,6.8,348377.0,6.1,25780.0,16.7,745.0,0.377,1
1,14.7,5.4,263476.0,3.5,41574.0,1.6,688.0,0.277,0
0,42.8,6.9,260129.0,10.0,26956.0,1.3,702.0,0.731,1
1,38.4,4.1,363834.0,5.2,60881.0,15.2,763.0,0.138,1
0,46.0,6.2,386145.0,7.3,61064.0,3.4,626.0,0.947,1
1,58.3,8.4,256997.0,3.0,29440.0,8.6,747.0,0.933,1
1,22.3,7.9,294072.0,6.5,50655.0,7.9,652.0,0.904,1
0,88.4,4.4,191712.0,2.9,28635.0,2.0,523.0,0.148,0
0,80.5,3.5,299393.0,4.3,42415.0,1.0,598.0,0.867,0
1,58.5,7.9,165055.0,4.1,37514.0,6.1,615.0,0.788,0
0,93.3,2.8,279415.0,6.6,59402.0,3.5,774.0,0.51,0
0,66.2,4.4,323257.0,5.5,25649.0,3.4,671.0,0.735,0
1,24.8,5.9,197134.0,5.4,72637.0,4.0,659.0,0.696,1
0,63.5,2.7,237692.0,7.3,80106.0,0.1,785.0,0.178,0
0,56.5,4.4,316943.0,4.9,46273.0,0.0,626.0,0.397,0
1,29.4,7.1,319593.0,7.5,28618.0,1.9,652.0,0.425,1
1,42.3,4.6,316840.0,8.5,21219.0,2.0,682.0,0.117,1
0,60.3,4.7,342879.0,5.2,75971.0,6.3,676.0,0.733,0
0,53.7,1.0,189407.0,4.7,108398.0,2.0,704.0,0.822,0
1,36.3,4.4,388533.0,6.8,49882.0,2.2,718.0,0.641,1
1,48.2,5.3,300384.0,7.9,30789.0,4.0,622.0,0.923,1
0,79.3,4.5,262631.0,5.2,31632.0,4.5,549.0,0.544,0
1,16.0,7.3,192833.0,4.2,78641.0,2.0,708.0,0.53,1
1,35.5,6.1,310868.0,7.0,52448.0,4.1,550.0,0.29,1
1,37.9,6.8,372022.0,6.5,33266.0,4.8,703.0,0.527,1
0,47.3,3.8,337695.0,6.5,122968.0,1.5,731.0,0.034,1
0,63.2,4.6,332063.0,6.3,74471.0,1.3,759.0,0.873,0
0,67.2,4.5,289267.0,5.3,61071.0,11.1,671.0,0.589,0
1,47.8,5.2,321265.0,5.6,39215.0,5.2,821.0,0.789,1
1,41.2,5.5,240824.0,6.5,80466.0,1.9,583.0,0.824,0
0,51.8,4.9,323726.0,2.1,69756.0,4.0,782.0,0.694,0
1,70.2,8.7,275622.0,8.4,46977.0,6.1,626.0,0.176,1
1,52.4,7.8,233798.0,6.5,75761.0,0.1,683.0,0.022,1
0,73.3,2.3,373732.0,2.8,74481.0,12.6,691.0,0.921,0
1,55.1,4.3,196464.0,5.2,54698.0,6.3,774.0,0.503,0
1,43.7,5.2,370108.0,7.7,30985.0,2.5,603.0,0.422,1
0,84.3,4.1,354825.0,5.4,32580.0,13.5,830.0,0.431,0
0,65.9,4.1,274894.0,3.4,26006.0,0.3,530.0,0.417,0
1,40.0,7.9,412420.0,3.0,83270.0,7.0,674.0,0.519,1
0,74.5,5.9,268869.0,10.0,27328.0,3.7,720.0,0.435,1
0,88.6,4.0,256785.0,1.3,49694.0,5.5,752.0,0.64,0
0,87.7,3.7,210131.0,5.4,25942.0,3.2,580.0,0.437,0
1,48.9,6.8,324878.0,4.2,96130.0,0.8,542.0,0.738,0
1,47.7,7.6,249433.0,7.6,30791.0,1.5,772.0,0.744,1
1,50.4,6.8,261448.0,2.9,55777.0,3.1,697.0,0.356,0
1,54.8,5.4,317378.0,8.3,26182.0,12.6,547.0,0.578,0
1,59.5,5.1,318379.0,4.8,69447.0,0.4,644.0,0.289,0
0,61.5,2.3,419749.0,4.0,75653.0,0.6,628.0,0.667,0
0,84.8,4.3,382097.0,4.2,49367.0,0.8,759.0,0.877,0
0,70.1,4.9,359007.0,3.8,47747.0,5.0,655.0,0.747,0
1,49.8,7.1,313394.0,4.7,67804.0,2.3,667.0,0.529,1
0,85.7,5.7,274814.0,6.6,38413.0,0.8,662.0,0.188,0
1,51.2,8.2,322270.0,2.2,75777.0,0.7,797.0,0.606,1
1,53.7,3.9,278627.0,3.3,55194.0,5.6,744.0,0.304,0
1,34.2,6.6,276846.0,8.3,26129.0,3.1,728.0,0.427,1
0,87.5,4.7,299959.0,4.8,102608.0,10.3,694.0,0.697,0
0,75.4,3.9,242012.0,3.6,52765.0,2.6,693.0,0.297,0
1,41.9,4.8,263700.0,2.4,42818.0,5.3,616.0,0.487,0
0,81.5,6.2,385632.0,2.9,52373.0,7.9,741.0,0.178,0
1,78.8,5.1,200217.0,7.0,36778.0,15.4,654.0,0.407,0
1,22.5,2.7,255585.0,2.9,46113.0,10.2,590.0,0.41,0
0,52.9,4.0,425390.0,6.4,67220.0,7.5,670.0,0.756,1
0,100.0,3.6,268629.0,2.8,64542.0,2.7,681.0,0.605,0
1,46.4,8.8,436882.0,5.5,62811.0,20.3,774.0,0.347,1
